,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
1613,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1614,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1615,Postgraduate,In couple,Has child,1 child,High potential,Young,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1616,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1617,Postgraduate,Alone,Has child,1 child,Need attention,Young,Medium to high income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1618,Postgraduate,In couple,Has child,1 child,High potential,Mature,High income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1619,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1620,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
1621,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1622,Undergraduate,In couple,No child,No child,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1623,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
1624,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1625,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1626,Postgraduate,Alone,Has child,1 child,Stars,Adult,Low to medium income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1627,Postgraduate,Alone,No child,No child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
1628,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1629,Undergraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1630,Postgraduate,In couple,Has child,1 child,High potential,Senior,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer
1631,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1632,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Non consumer
1633,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1634,Postgraduate,In couple,Has child,2 children,Need attention,Senior,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1635,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1636,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1637,Postgraduate,In couple,No child,No child,High potential,Senior,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1638,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
1639,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
1640,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1641,Postgraduate,Alone,Has child,2 children,High potential,Mature,Medium to high income,Discovering customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
1642,Postgraduate,In couple,Has child,2 children,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1643,Undergraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
1644,Undergraduate,In couple,Has child,1 child,High potential,Adult,High income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
1645,Postgraduate,Alone,No child,No child,Leaky bucket,Mature,Low to medium income,Emerging customers,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
1646,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer
1647,Postgraduate,Alone,No child,No child,High potential,Adult,Medium to high income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1648,Postgraduate,Alone,No child,No child,Stars,Mature,Medium to high income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
1649,Postgraduate,Alone,Has child,2 children,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1650,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1651,Postgraduate,Alone,No child,No child,Stars,Mature,High income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1652,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1653,Postgraduate,In couple,No child,No child,High potential,Adult,High income,Emerging customers,Low consumer,Non consumer,Biggest consumer,Low consumer,Low consumer,Low consumer
1654,Postgraduate,Alone,Has child,1 child,Need attention,Senior,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1655,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1656,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1657,Postgraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1658,Undergraduate,In couple,Has child,1 child,High potential,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
1659,Postgraduate,Alone,No child,No child,High potential,Adult,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1660,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1661,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1662,Postgraduate,Alone,Has child,1 child,High potential,Adult,Medium to high income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1663,Postgraduate,Alone,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1664,Postgraduate,Alone,No child,No child,Need attention,Young,Low income,Discovering customers,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
1665,Undergraduate,Alone,Has child,1 child,Leaky bucket,Young,Low to medium income,Emerging customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1666,Postgraduate,In couple,Has child,2 children,High potential,Mature,Medium to high income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1667,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
1668,Postgraduate,In couple,Has child,1 child,High potential,Adult,High income,Discovering customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1669,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1670,Postgraduate,Alone,No child,No child,Need attention,Young,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1671,Postgraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1672,Postgraduate,In couple,No child,No child,Stars,Young,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1673,Undergraduate,In couple,No child,No child,Stars,Mature,High income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1674,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1675,Undergraduate,In couple,No child,No child,Leaky bucket,Young,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1676,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1677,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
1678,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1679,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1680,Postgraduate,In couple,No child,No child,High potential,Adult,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1681,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1682,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,Old customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1683,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1684,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1685,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
1686,Postgraduate,Alone,No child,No child,Stars,Adult,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1687,Postgraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1688,Postgraduate,Alone,Has child,1 child,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1689,Postgraduate,Alone,No child,No child,High potential,Young,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1690,Postgraduate,Alone,Has child,1 child,High potential,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer
1691,Postgraduate,Alone,No child,No child,Stars,Young,Medium to high income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1692,Postgraduate,In couple,Has child,1 child,Leaky bucket,Young,Low income,Emerging customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1693,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1694,Postgraduate,In couple,No child,No child,Leaky bucket,Young,Low income,Old customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1695,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
1696,Undergraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Old customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
1697,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1698,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1699,Postgraduate,Alone,Has child,2 children,High potential,Mature,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1700,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer
1701,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1702,Postgraduate,Alone,Has child,1 child,Need attention,Young,Low income,Discovering customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1703,Postgraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,New customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1704,Undergraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
1705,Postgraduate,In couple,Has child,1 child,Need attention,Young,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1706,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1707,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1708,Postgraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,New customers,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1709,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Medium to high income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
1710,Postgraduate,In couple,No child,No child,High potential,Young,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1711,Postgraduate,In couple,Has child,1 child,High potential,Mature,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer
1712,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
1713,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1714,Undergraduate,Alone,Has child,1 child,Need attention,Young,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1715,Postgraduate,In couple,Has child,1 child,Leaky bucket,Young,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1716,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1717,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
1718,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1719,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
1720,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
1721,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1722,Postgraduate,Alone,No child,No child,High potential,Young,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1723,Postgraduate,Alone,No child,No child,High potential,Mature,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1724,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1725,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1726,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Non consumer
1727,Undergraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
1728,Postgraduate,In couple,Has child,2 children,Stars,Mature,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1729,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1730,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1731,Postgraduate,In couple,No child,No child,Leaky bucket,Mature,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1732,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
1733,Postgraduate,In couple,No child,No child,High potential,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1734,Undergraduate,Alone,Has child,1 child,Stars,Mature,High income,Emerging customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
1735,Postgraduate,Alone,Has child,1 child,Stars,Mature,High income,Emerging customers,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1736,Postgraduate,Alone,Has child,2 children,High potential,Mature,High income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1737,Postgraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1738,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1739,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Low consumer,Low consumer,Low consumer,Non consumer,Frequent consumer,Low consumer
1740,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
1741,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1742,Postgraduate,Alone,No child,No child,Need attention,Senior,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1743,Postgraduate,In couple,No child,No child,Stars,Senior,High income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1744,Postgraduate,Alone,Has child,1 child,Stars,Adult,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1745,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1746,Undergraduate,In couple,No child,No child,Leaky bucket,Senior,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
1747,Postgraduate,In couple,No child,No child,High potential,Senior,Medium to high income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1748,Postgraduate,Alone,Has child,1 child,Stars,Adult,High income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1749,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1750,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1751,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1752,Undergraduate,Alone,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1753,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Medium to high income,Emerging customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer
1754,Postgraduate,Alone,Has child,2 children,Leaky bucket,Adult,Low income,Old customers,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
1755,Undergraduate,Alone,Has child,2 children,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
1756,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1757,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1758,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1759,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,Emerging customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
1760,Undergraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1761,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer
1762,Postgraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1763,Postgraduate,In couple,Has child,1 child,High potential,Adult,High income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1764,Undergraduate,In couple,Has child,1 child,Need attention,Young,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1765,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1766,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1767,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1768,Undergraduate,In couple,No child,No child,Need attention,Mature,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
1769,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Biggest consumer
1770,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1771,Postgraduate,In couple,No child,No child,Leaky bucket,Senior,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1772,Postgraduate,Alone,No child,No child,Stars,Young,High income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer
1773,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1774,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Non consumer
