,Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster
1721,31,Postgraduate,In couple,92491.0,2034,17.366666666666667,No child,No child,979,44,935,29,25,22,Stars
1722,23,Postgraduate,Alone,90273.0,1991,9.8,No child,No child,704,129,853,120,74,111,High potential
1723,52,Postgraduate,Alone,82571.0,1686,6.166666666666667,No child,No child,861,31,558,62,95,79,High potential
1724,32,Postgraduate,Alone,38513.0,324,8.3,Has child,1 child,172,3,115,16,0,18,Need attention
1725,35,Postgraduate,Alone,16653.0,69,5.633333333333334,Has child,1 child,5,7,31,15,4,7,Need attention
1726,59,Postgraduate,In couple,42586.0,252,23.5,Has child,2 children,194,2,56,0,0,0,Leaky bucket
1727,49,Undergraduate,Alone,23529.0,54,21.166666666666668,Has child,1 child,9,7,13,3,2,20,Leaky bucket
1728,53,Postgraduate,In couple,74881.0,964,19.166666666666668,Has child,2 children,505,72,270,36,27,54,Stars
1729,63,Postgraduate,In couple,71107.0,1327,19.8,Has child,1 child,533,10,217,198,174,195,Stars
1730,50,Postgraduate,In couple,46910.0,68,6.5,Has child,2 children,48,0,14,0,0,6,Need attention
1731,55,Postgraduate,In couple,18690.0,60,21.5,No child,No child,6,1,7,23,4,19,Leaky bucket
1732,59,Postgraduate,Alone,37244.0,55,17.5,Has child,2 children,18,2,10,0,0,25,Leaky bucket
1733,48,Postgraduate,In couple,82427.0,1456,6.866666666666666,No child,No child,482,147,509,104,107,107,High potential
1734,56,Undergraduate,Alone,75342.0,563,17.2,Has child,1 child,204,97,97,21,118,26,Stars
1735,60,Postgraduate,Alone,70044.0,1504,19.766666666666666,Has child,1 child,1073,0,250,153,14,14,Stars
1736,47,Postgraduate,Alone,79146.0,564,5.433333333333334,Has child,2 children,245,16,223,21,43,16,High potential
1737,51,Postgraduate,In couple,77437.0,1125,10.4,No child,No child,560,21,442,29,44,29,High potential
1738,55,Postgraduate,In couple,54984.0,358,4.433333333333334,Has child,1 child,173,13,131,32,3,6,Need attention
1739,43,Postgraduate,In couple,42403.0,42,9.9,Has child,1 child,22,1,11,0,5,3,Need attention
1740,50,Postgraduate,In couple,55761.0,184,5.433333333333334,Has child,1 child,136,1,12,0,3,32,Need attention
1741,31,Postgraduate,In couple,37292.0,460,17.8,Has child,1 child,275,0,86,10,23,66,Leaky bucket
1742,69,Postgraduate,Alone,45576.0,145,4.3,No child,No child,56,19,29,2,14,25,Need attention
1743,67,Postgraduate,In couple,70321.0,1376,20.866666666666667,No child,No child,303,23,751,82,26,191,Stars
1744,45,Postgraduate,Alone,58086.0,792,20.733333333333334,Has child,1 child,708,7,62,0,0,15,Stars
1745,62,Postgraduate,In couple,81795.0,1382,23.6,No child,No child,324,132,693,27,118,88,Stars
1746,67,Undergraduate,In couple,28389.0,28,22.766666666666666,No child,No child,1,5,3,7,4,8,Leaky bucket
1747,68,Postgraduate,In couple,66835.0,1033,12.366666666666667,No child,No child,620,26,195,34,17,141,High potential
1748,45,Postgraduate,Alone,69901.0,882,16.433333333333334,Has child,1 child,312,21,206,102,92,149,Stars
1749,65,Postgraduate,In couple,80360.0,2231,19.333333333333332,No child,No child,1493,86,454,112,43,43,Stars
1750,53,Postgraduate,In couple,63342.0,1101,23.933333333333334,Has child,1 child,918,21,118,13,10,21,Stars
1751,40,Postgraduate,In couple,44989.0,369,25.066666666666666,Has child,1 child,98,0,106,49,10,106,Leaky bucket
1752,34,Undergraduate,Alone,31859.0,48,7.3,Has child,1 child,3,4,7,15,8,11,Need attention
1753,65,Postgraduate,Alone,51569.0,467,19.966666666666665,Has child,1 child,380,0,47,6,0,34,Leaky bucket
1754,43,Postgraduate,Alone,30372.0,44,21.6,Has child,2 children,15,0,12,7,3,7,Leaky bucket
1755,35,Undergraduate,Alone,16014.0,38,18.866666666666667,Has child,2 children,3,9,4,7,8,7,Leaky bucket
1756,46,Postgraduate,In couple,41120.0,81,11.066666666666666,Has child,2 children,24,2,23,0,8,24,Need attention
1757,43,Postgraduate,Alone,39763.0,167,14.2,Has child,1 child,80,1,60,4,6,16,Need attention
1758,59,Postgraduate,In couple,38725.0,45,4.9,Has child,2 children,31,0,6,2,1,5,Need attention
1759,42,Postgraduate,In couple,77981.0,664,16.533333333333335,Has child,1 child,138,120,204,16,126,60,Stars
1760,50,Undergraduate,In couple,62905.0,622,12.966666666666667,Has child,1 child,166,75,96,119,107,59,High potential
1761,35,Undergraduate,Alone,13533.0,48,19.1,Has child,1 child,12,3,8,8,0,17,Leaky bucket
1762,39,Postgraduate,In couple,59481.0,461,11.533333333333333,Has child,1 child,178,3,85,71,66,58,High potential
1763,37,Postgraduate,In couple,72117.0,1073,13.666666666666666,Has child,1 child,707,20,171,65,60,50,High potential
1764,28,Undergraduate,In couple,21955.0,55,13.066666666666666,Has child,1 child,5,1,7,17,14,11,Need attention
1765,58,Postgraduate,In couple,67131.0,976,18.566666666666666,Has child,1 child,465,71,250,93,35,62,Stars
1766,34,Postgraduate,Alone,36802.0,20,3.6666666666666665,Has child,1 child,16,1,2,0,0,1,Need attention
1767,32,Postgraduate,In couple,71853.0,1149,17.133333333333333,No child,No child,358,108,413,141,97,32,Stars
1768,53,Undergraduate,In couple,28249.0,43,3.7,No child,No child,1,9,7,2,14,10,Need attention
1769,39,Postgraduate,In couple,47808.0,224,11.633333333333333,Has child,1 child,123,1,26,2,0,72,Need attention
1770,40,Postgraduate,Alone,25509.0,101,24.866666666666667,Has child,1 child,40,3,30,10,7,11,Leaky bucket
1771,68,Postgraduate,In couple,51012.0,209,17.8,No child,No child,102,9,63,2,9,24,Leaky bucket
1772,29,Postgraduate,Alone,70596.0,968,24.3,No child,No child,347,44,534,17,0,26,Stars
1773,62,Postgraduate,In couple,85431.0,1165,16.1,No child,No child,376,53,462,168,53,53,Stars
1774,47,Postgraduate,In couple,42664.0,24,6.666666666666667,Has child,1 child,21,0,3,0,0,0,Need attention
1775,59,Postgraduate,In couple,42586.0,252,23.5,Has child,2 children,194,2,56,0,0,0,Leaky bucket
1776,29,Postgraduate,Alone,29760.0,165,25.533333333333335,Has child,1 child,64,4,68,7,5,17,Leaky bucket
1777,37,Postgraduate,In couple,28973.0,269,24.033333333333335,No child,No child,206,0,46,3,2,12,Leaky bucket
1778,41,Postgraduate,In couple,39435.0,102,14.133333333333333,Has child,1 child,71,0,18,0,0,13,Need attention
1779,30,Undergraduate,In couple,65370.0,461,14.3,No child,No child,71,22,112,138,89,29,High potential
1780,35,Undergraduate,Alone,20194.0,47,21.866666666666667,Has child,1 child,0,4,7,11,10,15,Leaky bucket
1781,38,Postgraduate,Alone,42473.0,144,7.633333333333334,Has child,2 children,93,1,21,0,4,25,Need attention
1782,46,Postgraduate,In couple,64590.0,1338,24.0,No child,No child,920,138,168,36,46,30,Stars
1783,55,Postgraduate,In couple,71232.0,917,10.333333333333334,Has child,1 child,653,17,170,34,26,17,High potential
1784,43,Postgraduate,In couple,34600.0,318,21.366666666666667,Has child,2 children,199,33,60,8,3,15,Leaky bucket
1785,47,Postgraduate,Alone,46904.0,253,23.333333333333332,Has child,2 children,153,4,56,0,9,31,Leaky bucket
1786,41,Postgraduate,In couple,49094.0,502,24.766666666666666,Has child,1 child,376,0,38,11,8,69,Leaky bucket
1787,31,Postgraduate,In couple,36075.0,119,9.966666666666667,Has child,1 child,46,0,30,12,1,30,Need attention
1788,35,Undergraduate,In couple,60839.0,1250,25.566666666666666,Has child,2 children,600,21,128,223,150,128,Stars
1789,35,Postgraduate,In couple,77298.0,969,11.2,Has child,1 child,425,115,292,23,35,79,High potential
1790,64,Postgraduate,In couple,34026.0,76,14.166666666666666,Has child,2 children,18,6,15,12,8,17,Need attention
1791,51,Postgraduate,Alone,48918.0,62,5.833333333333333,Has child,2 children,52,0,9,0,0,1,Need attention
1792,52,Undergraduate,In couple,82122.0,1382,13.833333333333334,No child,No child,734,22,350,151,25,100,High potential
1793,38,Postgraduate,Alone,37697.0,84,7.966666666666667,Has child,1 child,34,6,21,11,4,8,Need attention
1794,62,Postgraduate,In couple,34074.0,255,14.933333333333334,Has child,2 children,135,1,41,10,1,67,Leaky bucket
1795,54,Postgraduate,In couple,28520.0,43,15.9,Has child,2 children,11,0,10,0,2,20,Leaky bucket
1796,59,Postgraduate,Alone,62535.0,398,12.2,Has child,1 child,163,48,90,0,45,52,High potential
1797,37,Postgraduate,Alone,36273.0,76,5.7,Has child,1 child,29,3,30,3,2,9,Need attention
1798,50,Postgraduate,In couple,63404.0,902,4.0,Has child,2 children,734,26,70,11,44,17,High potential
1799,33,Undergraduate,In couple,75774.0,823,5.166666666666667,Has child,1 child,340,21,134,258,14,56,High potential
1800,38,Postgraduate,In couple,78416.0,1179,3.3,Has child,1 child,453,38,279,188,38,183,High potential
1801,40,Postgraduate,In couple,75702.0,1921,24.0,Has child,1 child,1073,0,629,145,37,37,Stars
1802,63,Postgraduate,In couple,59385.0,185,17.466666666666665,Has child,2 children,135,0,10,0,4,36,Leaky bucket
1803,48,Postgraduate,Alone,37070.0,433,18.766666666666666,Has child,2 children,231,7,137,4,15,39,Leaky bucket
1804,63,Postgraduate,In couple,44689.0,34,8.9,Has child,2 children,18,0,5,0,0,11,Need attention
1805,56,Postgraduate,In couple,53977.0,907,16.1,Has child,1 child,620,16,165,0,24,82,Stars
1806,48,Postgraduate,Alone,7144.0,416,10.033333333333333,Has child,2 children,81,4,33,5,2,291,Need attention
1807,50,Postgraduate,Alone,18701.0,44,16.233333333333334,Has child,2 children,12,4,2,10,6,10,Leaky bucket
1808,58,Postgraduate,In couple,90369.0,1588,5.3,No child,No child,292,51,981,224,23,17,High potential
1809,40,Postgraduate,Alone,63159.0,1797,23.266666666666666,No child,No child,965,34,586,89,86,37,Stars
1810,48,Postgraduate,In couple,37758.0,40,24.333333333333332,Has child,2 children,27,2,10,0,0,1,Leaky bucket
1811,51,Postgraduate,Alone,46757.0,1143,22.9,Has child,1 child,777,30,163,0,51,122,Stars
1812,45,Postgraduate,In couple,79734.0,914,3.2666666666666666,No child,No child,572,8,232,23,62,17,High potential
1813,22,Postgraduate,In couple,63207.0,1502,20.733333333333334,No child,No child,438,169,565,91,169,70,Stars
1814,60,Postgraduate,Alone,72071.0,1338,19.9,Has child,1 child,531,69,300,150,138,150,Stars
1815,31,Postgraduate,In couple,21840.0,27,14.666666666666666,Has child,1 child,17,0,9,0,0,1,Leaky bucket
1816,32,Undergraduate,In couple,58582.0,763,12.366666666666667,Has child,1 child,402,35,106,101,77,42,High potential
1817,63,Postgraduate,Alone,72282.0,1331,14.733333333333333,No child,No child,503,27,419,90,139,153,High potential
1818,58,Postgraduate,In couple,50387.0,525,13.3,Has child,2 children,369,9,87,12,14,34,Need attention
1819,53,Postgraduate,In couple,32583.0,9,3.7,Has child,2 children,5,0,3,0,0,1,Need attention
1820,52,Postgraduate,In couple,62568.0,953,6.0,Has child,1 child,362,17,398,80,35,61,High potential
1821,43,Postgraduate,Alone,44635.0,68,11.933333333333334,Has child,2 children,56,0,9,0,0,3,Need attention
1822,43,Postgraduate,Alone,33316.0,131,12.166666666666666,Has child,2 children,79,1,31,4,4,12,Need attention
1823,46,Postgraduate,In couple,63967.0,882,14.033333333333333,Has child,1 child,387,84,141,73,35,162,High potential
1824,36,Undergraduate,In couple,52513.0,1149,25.333333333333332,No child,No child,367,17,241,104,188,232,Stars
1825,45,Postgraduate,In couple,25293.0,37,12.8,Has child,1 child,15,0,11,0,2,9,Need attention
1826,49,Postgraduate,Alone,54111.0,388,13.5,Has child,1 child,267,6,54,8,3,50,Need attention
1827,28,Postgraduate,In couple,78394.0,1428,19.866666666666667,No child,No child,298,27,697,216,24,166,Stars
1828,56,Postgraduate,In couple,80739.0,1633,16.633333333333333,No child,No child,674,92,736,39,0,92,Stars
1829,39,Postgraduate,In couple,22669.0,173,16.666666666666668,Has child,1 child,16,14,36,37,22,48,Leaky bucket
1830,27,Postgraduate,Alone,29236.0,99,12.033333333333333,Has child,1 child,37,4,24,16,9,9,Need attention
1831,55,Postgraduate,In couple,44911.0,215,18.933333333333334,Has child,1 child,159,0,22,2,1,31,Leaky bucket
1832,52,Postgraduate,In couple,54693.0,929,19.8,Has child,1 child,686,17,142,23,26,35,Stars
1833,40,Postgraduate,In couple,48186.0,219,6.6,Has child,1 child,97,3,66,12,7,34,Need attention
1834,37,Postgraduate,In couple,54809.0,174,12.933333333333334,Has child,2 children,63,6,57,13,13,22,Need attention
1835,36,Postgraduate,In couple,41580.0,92,22.1,Has child,2 children,56,5,24,4,0,3,Leaky bucket
1836,44,Postgraduate,In couple,80336.0,1052,13.0,No child,No child,209,19,456,160,142,66,High potential
1837,57,Postgraduate,In couple,47743.0,275,18.7,Has child,1 child,198,2,43,0,12,20,Leaky bucket
1838,59,Undergraduate,In couple,62972.0,587,26.4,Has child,1 child,313,15,47,20,0,192,Stars
1839,60,Postgraduate,Alone,57333.0,1662,24.733333333333334,Has child,1 child,941,14,397,76,58,176,Stars
1840,32,Postgraduate,In couple,32313.0,159,20.0,Has child,1 child,86,4,56,2,4,7,Leaky bucket
1841,61,Postgraduate,Alone,84953.0,1024,16.266666666666666,No child,No child,167,48,602,63,72,72,Stars
1842,46,Postgraduate,Alone,27071.0,35,5.466666666666667,Has child,1 child,8,3,19,0,2,3,Need attention
1843,57,Postgraduate,In couple,68148.0,1042,13.3,No child,No child,389,66,408,37,57,85,High potential
1844,49,Postgraduate,In couple,65735.0,395,10.033333333333333,Has child,2 children,239,7,119,4,15,11,High potential
1845,39,Postgraduate,In couple,86836.0,557,25.066666666666666,No child,No child,179,21,273,0,21,63,Stars
1846,51,Postgraduate,In couple,4023.0,9,3.433333333333333,Has child,2 children,5,0,1,1,1,1,Need attention
1847,24,Postgraduate,In couple,30093.0,69,15.1,No child,No child,2,6,28,13,4,16,Leaky bucket
1848,48,Postgraduate,In couple,57705.0,486,8.866666666666667,Has child,1 child,383,0,53,6,4,40,High potential
1849,26,Postgraduate,Alone,25008.0,34,8.133333333333333,Has child,1 child,2,8,8,6,1,9,Need attention
1850,19,Undergraduate,Alone,83257.0,1365,24.866666666666667,No child,No child,536,27,590,38,107,67,Stars
1851,39,Postgraduate,In couple,22280.0,13,16.766666666666666,Has child,1 child,2,1,4,3,1,2,Leaky bucket
1852,36,Postgraduate,In couple,72159.0,1401,23.5,No child,No child,322,53,899,34,40,53,Stars
1853,53,Postgraduate,In couple,64260.0,1574,21.033333333333335,No child,No child,539,169,816,20,0,30,Stars
1854,30,Postgraduate,Alone,82733.0,1323,12.966666666666667,No child,No child,712,50,420,65,38,38,High potential
1855,43,Postgraduate,Alone,74290.0,1217,13.933333333333334,Has child,1 child,1121,0,72,0,12,12,High potential
1856,63,Postgraduate,Alone,58217.0,103,22.866666666666667,Has child,3 children,68,1,13,3,5,13,Leaky bucket
1857,38,Postgraduate,In couple,21024.0,84,15.233333333333333,No child,No child,36,4,18,6,2,18,Leaky bucket
1858,42,Postgraduate,In couple,70116.0,1536,20.533333333333335,No child,No child,707,44,603,95,58,29,Stars
1859,29,Postgraduate,In couple,54006.0,581,24.866666666666667,Has child,1 child,174,77,203,6,24,97,Leaky bucket
1860,48,Postgraduate,In couple,69063.0,928,23.2,Has child,1 child,666,35,124,69,8,26,Stars
1861,39,Undergraduate,Alone,11448.0,14,9.766666666666667,No child,No child,0,0,0,6,2,6,Need attention
1862,35,Postgraduate,Alone,61825.0,424,14.1,Has child,1 child,162,50,100,55,30,27,High potential
1863,43,Postgraduate,In couple,70886.0,960,11.833333333333334,Has child,1 child,407,70,239,103,88,53,High potential
1864,32,Postgraduate,In couple,69109.0,1555,23.133333333333333,No child,No child,823,25,459,124,29,95,Stars
1865,41,Postgraduate,Alone,60208.0,656,24.233333333333334,Has child,2 children,488,23,71,15,0,59,Stars
1866,46,Postgraduate,In couple,32889.0,55,13.1,Has child,2 children,28,0,13,4,2,8,Need attention
1867,30,Postgraduate,Alone,34738.0,20,4.866666666666666,Has child,1 child,3,2,10,3,0,2,Need attention
1868,43,Postgraduate,In couple,30538.0,367,24.433333333333334,Has child,1 child,284,0,52,8,3,20,Leaky bucket
1869,37,Undergraduate,In couple,82326.0,2257,6.933333333333334,No child,No child,938,142,754,159,81,183,High potential
1870,47,Postgraduate,Alone,26642.0,42,7.233333333333333,Has child,1 child,13,2,15,2,2,8,Need attention
1871,50,Postgraduate,Alone,69932.0,1049,15.966666666666667,Has child,1 child,412,172,153,150,105,57,Stars
1872,42,Postgraduate,Alone,44503.0,48,5.7,Has child,2 children,31,1,8,0,0,8,Need attention
1873,66,Postgraduate,Alone,60200.0,685,21.333333333333332,Has child,1 child,502,19,132,0,6,26,Stars
1874,62,Postgraduate,Alone,49638.0,39,5.6,Has child,1 child,18,10,3,3,5,0,Need attention
1875,27,Undergraduate,Alone,23830.0,43,7.966666666666667,No child,No child,1,8,6,4,8,16,Need attention
1876,55,Postgraduate,Alone,33051.0,835,25.966666666666665,No child,No child,100,71,243,108,94,219,Leaky bucket
1877,56,Postgraduate,In couple,72905.0,1515,8.533333333333333,No child,No child,407,114,445,181,165,203,High potential
1878,63,Postgraduate,In couple,69702.0,1039,19.733333333333334,Has child,1 child,664,9,240,50,19,57,Stars
1879,39,Postgraduate,Alone,70300.0,1596,14.866666666666667,Has child,1 child,1045,61,338,60,46,46,Stars
1880,30,Postgraduate,In couple,70643.0,1828,23.966666666666665,No child,No child,1218,107,304,23,143,33,Stars
1881,45,Postgraduate,In couple,30396.0,34,5.233333333333333,Has child,1 child,15,0,6,0,1,12,Need attention
1882,46,Postgraduate,Alone,50616.0,149,5.633333333333334,Has child,1 child,128,0,16,0,1,4,Need attention
1883,45,Postgraduate,Alone,62772.0,946,16.766666666666666,Has child,1 child,581,49,157,43,8,108,Stars
1884,29,Postgraduate,Alone,30298.0,28,4.6,No child,No child,6,3,12,6,1,0,Need attention
1885,30,Postgraduate,Alone,52413.0,450,23.333333333333332,Has child,1 child,185,8,133,56,56,12,Leaky bucket
1886,57,Postgraduate,In couple,44155.0,46,8.6,Has child,2 children,22,1,9,0,0,14,Need attention
1887,43,Postgraduate,Alone,86979.0,1702,11.033333333333333,No child,No child,584,100,835,65,83,35,High potential
1888,39,Postgraduate,In couple,76532.0,820,13.0,Has child,2 children,355,30,177,90,138,30,High potential
1889,32,Postgraduate,In couple,42081.0,382,19.5,Has child,1 child,175,10,110,54,6,27,Leaky bucket
1890,26,Postgraduate,In couple,67546.0,2126,25.466666666666665,No child,No child,864,134,768,150,38,172,Stars
1891,25,Postgraduate,In couple,88420.0,2069,5.166666666666667,No child,No child,957,153,612,99,95,153,High potential
1892,29,Postgraduate,In couple,31158.0,72,20.5,Has child,1 child,25,6,16,20,0,5,Leaky bucket
1893,46,Postgraduate,Alone,61671.0,732,4.1,Has child,1 child,641,7,56,0,0,28,High potential
1894,40,Postgraduate,Alone,69719.0,801,4.366666666666666,No child,No child,273,86,208,177,14,43,High potential
1895,65,Postgraduate,Alone,49160.0,236,11.633333333333333,Has child,1 child,122,21,43,25,10,15,Need attention
1896,36,Undergraduate,In couple,24882.0,80,25.166666666666668,Has child,1 child,1,4,10,29,0,36,Leaky bucket
1897,60,Postgraduate,Alone,90933.0,1685,6.233333333333333,No child,No child,1020,31,430,62,63,79,High potential
1898,69,Postgraduate,Alone,113734.0,277,4.3,No child,No child,6,2,3,1,262,3,High potential
1899,64,Postgraduate,In couple,59292.0,507,15.933333333333334,Has child,1 child,378,14,68,19,14,14,Stars
1900,50,Postgraduate,In couple,45759.0,68,19.6,Has child,2 children,42,1,18,3,0,4,Leaky bucket
1901,31,Postgraduate,Alone,22148.0,49,5.8,No child,No child,15,5,14,0,4,11,Need attention
1902,27,Postgraduate,In couple,73395.0,397,6.666666666666667,No child,No child,272,7,80,20,7,11,High potential
1903,43,Postgraduate,Alone,29819.0,39,11.5,Has child,1 child,9,1,24,2,1,2,Need attention
1904,46,Postgraduate,In couple,45688.0,306,8.4,Has child,1 child,279,0,18,0,0,9,Need attention
1905,60,Postgraduate,In couple,62820.0,976,17.033333333333335,No child,No child,398,61,265,138,61,53,Stars
1906,43,Postgraduate,In couple,60491.0,1028,13.1,Has child,1 child,637,47,237,12,19,76,High potential
1907,28,Postgraduate,In couple,33235.0,70,8.033333333333333,Has child,1 child,45,0,16,2,1,6,Need attention
1908,55,Postgraduate,In couple,35701.0,46,18.8,No child,No child,21,1,9,7,3,5,Leaky bucket
1909,34,Postgraduate,In couple,31535.0,51,12.433333333333334,Has child,1 child,15,4,13,0,0,19,Need attention
1910,54,Undergraduate,In couple,92556.0,1263,5.566666666666666,No child,No child,493,183,352,184,23,28,High potential
1911,44,Postgraduate,Alone,67384.0,1490,23.1,Has child,1 child,957,40,175,158,53,107,Stars
1912,43,Postgraduate,In couple,80573.0,1564,24.0,No child,No child,829,138,430,60,92,15,Stars
1913,47,Postgraduate,In couple,77870.0,1815,25.766666666666666,Has child,1 child,1017,50,500,65,50,133,Stars
1914,51,Postgraduate,Alone,52278.0,1198,20.566666666666666,Has child,1 child,953,0,71,0,0,174,Stars
1915,46,Postgraduate,Alone,57107.0,416,25.7,Has child,1 child,159,0,120,0,0,137,Leaky bucket
1916,24,Postgraduate,In couple,18929.0,85,19.833333333333332,No child,No child,32,0,8,23,4,18,Leaky bucket
1917,33,Postgraduate,Alone,36038.0,47,16.366666666666667,Has child,1 child,23,0,15,0,2,7,Leaky bucket
1918,38,Postgraduate,Alone,20180.0,137,19.7,No child,No child,18,42,24,15,20,18,Leaky bucket
1919,49,Postgraduate,In couple,34230.0,21,21.566666666666666,Has child,2 children,15,0,4,0,0,2,Leaky bucket
1920,37,Undergraduate,Alone,31878.0,70,3.466666666666667,Has child,1 child,23,4,5,10,5,23,Need attention
1921,42,Undergraduate,In couple,70932.0,909,8.6,Has child,1 child,200,193,100,46,185,185,High potential
1922,58,Postgraduate,Alone,91249.0,1676,23.8,No child,No child,1324,27,119,71,108,27,Stars
1923,71,Postgraduate,Alone,77598.0,1735,12.266666666666667,No child,No child,1193,33,281,129,66,33,High potential
1924,55,Postgraduate,Alone,80982.0,1191,21.133333333333333,Has child,2 children,505,137,401,104,22,22,Stars
1925,37,Postgraduate,In couple,22701.0,24,13.133333333333333,Has child,1 child,2,4,9,0,4,5,Need attention
1926,45,Postgraduate,In couple,55212.0,1182,22.666666666666668,Has child,1 child,1103,0,45,0,0,34,Stars
1927,44,Postgraduate,In couple,70617.0,1280,15.6,No child,No child,353,61,753,40,46,27,Stars
1928,57,Postgraduate,Alone,64849.0,1336,23.0,No child,No child,652,48,350,94,84,108,Stars
1929,49,Postgraduate,In couple,62694.0,749,15.8,Has child,2 children,379,6,157,25,91,91,Stars
1930,40,Postgraduate,In couple,61917.0,91,10.6,Has child,2 children,46,4,36,2,2,1,Need attention
1931,67,Postgraduate,In couple,67472.0,414,12.366666666666667,Has child,1 child,162,31,127,8,17,69,High potential
1932,32,Postgraduate,In couple,21059.0,44,9.0,Has child,1 child,8,3,19,3,3,8,Need attention
1933,46,Postgraduate,In couple,29543.0,63,6.2,Has child,2 children,17,3,18,3,4,18,Need attention
1934,63,Postgraduate,In couple,75903.0,901,18.133333333333333,Has child,1 child,340,108,185,130,38,100,Stars
1935,39,Undergraduate,In couple,34984.0,38,25.266666666666666,Has child,2 children,8,4,15,3,5,3,Leaky bucket
1936,58,Postgraduate,Alone,54998.0,455,19.1,Has child,1 child,154,22,202,39,30,8,Leaky bucket
1937,65,Postgraduate,Alone,54356.0,775,22.8,Has child,1 child,710,15,30,20,0,0,Stars
1938,55,Postgraduate,In couple,34242.0,15,6.5,Has child,1 child,8,2,4,0,0,1,Need attention
1939,41,Postgraduate,In couple,25410.0,38,13.3,Has child,1 child,2,2,4,13,13,4,Need attention
1940,30,Postgraduate,In couple,73356.0,1512,8.0,No child,No child,1050,14,322,0,14,112,High potential
1941,64,Postgraduate,In couple,28320.0,43,20.933333333333334,Has child,1 child,19,1,14,3,2,4,Leaky bucket
1942,37,Postgraduate,Alone,23763.0,42,26.266666666666666,Has child,1 child,22,0,6,6,2,6,Leaky bucket
1943,30,Postgraduate,In couple,72570.0,1089,5.4,No child,No child,274,83,216,151,141,224,High potential
1944,38,Postgraduate,In couple,34529.0,162,25.0,Has child,1 child,68,6,38,3,6,41,Leaky bucket
1945,63,Postgraduate,Alone,70792.0,1272,20.166666666666668,No child,No child,344,45,654,104,11,114,Stars
1946,32,Postgraduate,In couple,63211.0,1173,23.366666666666667,No child,No child,145,193,459,205,26,145,Stars
1947,40,Postgraduate,In couple,83891.0,816,3.533333333333333,Has child,1 child,217,38,350,111,85,15,High potential
1948,46,Postgraduate,Alone,36065.0,74,18.4,Has child,2 children,18,7,34,10,2,3,Leaky bucket
1949,60,Postgraduate,In couple,39898.0,134,19.966666666666665,Has child,1 child,69,8,26,12,7,12,Leaky bucket
1950,74,Postgraduate,Alone,51141.0,157,15.1,No child,No child,144,0,7,0,0,6,Need attention
1951,38,Postgraduate,In couple,56939.0,561,12.7,Has child,1 child,256,34,103,90,29,49,High potential
1952,63,Postgraduate,Alone,80872.0,1336,4.833333333333333,No child,No child,483,72,567,94,12,108,High potential
1953,38,Postgraduate,In couple,72335.0,2092,26.066666666666666,No child,No child,1285,105,653,28,21,0,Stars
1954,50,Postgraduate,Alone,61798.0,463,10.5,No child,No child,338,4,89,11,8,13,High potential
1955,64,Postgraduate,Alone,76842.0,1130,5.133333333333334,No child,No child,605,10,345,84,54,32,High potential
1956,38,Postgraduate,In couple,29478.0,20,8.666666666666666,Has child,1 child,8,0,7,3,1,1,Need attention
1957,58,Postgraduate,Alone,46998.0,377,23.733333333333334,Has child,1 child,172,41,86,45,6,27,Leaky bucket
1958,24,Postgraduate,Alone,96843.0,1544,17.633333333333333,No child,No child,448,71,951,40,17,17,Stars
1959,64,Postgraduate,Alone,56551.0,138,5.0,Has child,2 children,67,4,32,17,2,16,Need attention
1960,49,Postgraduate,In couple,70053.0,1012,15.266666666666667,Has child,1 child,512,53,98,81,179,89,Stars
1961,52,Postgraduate,Alone,71670.0,1766,15.066666666666666,No child,No child,1462,16,128,0,0,160,Stars
1962,36,Postgraduate,In couple,44359.0,45,3.6333333333333333,Has child,2 children,20,0,14,7,3,1,Need attention
1963,62,Postgraduate,Alone,40887.0,161,17.2,Has child,2 children,50,4,44,10,10,43,Leaky bucket
1964,48,Postgraduate,Alone,48877.0,144,9.066666666666666,Has child,1 child,102,1,15,2,0,24,Need attention
1965,67,Postgraduate,In couple,74485.0,1734,13.533333333333333,No child,No child,499,149,815,173,49,49,High potential
1966,42,Postgraduate,In couple,64474.0,823,11.566666666666666,Has child,1 child,381,35,172,56,86,93,High potential
1967,51,Postgraduate,In couple,77226.0,1138,7.266666666666667,Has child,1 child,631,43,239,128,76,21,High potential
1968,65,Postgraduate,Alone,72643.0,1429,19.466666666666665,No child,No child,526,80,553,123,94,53,Stars
1969,36,Postgraduate,In couple,85738.0,1371,8.466666666666667,No child,No child,913,26,376,17,26,13,High potential
1970,48,Postgraduate,Alone,55686.0,982,19.9,Has child,1 child,673,0,199,37,47,26,Stars
1971,31,Postgraduate,Alone,39062.0,44,6.433333333333334,Has child,1 child,23,0,9,0,0,12,Need attention
1972,43,Postgraduate,In couple,34600.0,318,21.366666666666667,Has child,2 children,199,33,60,8,3,15,Leaky bucket
1973,39,Postgraduate,In couple,40794.0,434,18.166666666666668,Has child,1 child,261,23,73,4,23,50,Leaky bucket
1974,43,Undergraduate,In couple,54690.0,198,11.033333333333333,Has child,2 children,111,16,37,7,9,18,Need attention
1975,45,Postgraduate,In couple,4428.0,359,12.133333333333333,Has child,1 child,16,4,12,2,4,321,Need attention
